 "topic" , "lecture" , "lecture_name" , "lecture_slides" ,
 "http://focu.io/schema#/machine_learning" , "http://focu.io/schema#COMP_6741Lecture7/" , "7_Introduction_to_Machine_Learning" , "file:///D:/CONCORDIA/COMP_6741_Intelligent_Systems/Project_Assignment/comp6741project/database/Concordia_University/COMP_6741/Lecture/7_Introduction_to_Machine_Learning/slides07.pdf" ,
