 "course_subject" ,
 "MECH" ,
 "CIVI" ,
 "ELEC" ,
 "BLDG" ,
 "COMP" ,
 "INDU" ,
 "BCEE" ,
 "ENGR" ,
 "MIAE" ,
 "CHME" ,
 "SOEN" ,
 "INSE" ,
 "ENCS" ,
 "AERO" ,
 "COEN" ,
