 "lecture" , "slides" , "worksheet" ,
 "http://focu.io/schema#COMP_6741Lecture4/" , "file:///D:/CONCORDIA/COMP_6741_Intelligent_Systems/Project_Assignment/comp6741project/database/Concordia_University/COMP_6741/Lecture/4_Knowledge_Based_Queries/slides04.pdf" , "file:///D:/CONCORDIA/COMP_6741_Intelligent_Systems/Project_Assignment/comp6741project/database/Concordia_University/COMP_6741/Lecture/4_Knowledge_Based_Queries/worksheet04.pdf" ,
