 "lab" , "lab_name" , "lab_slides" ,
 "http://focu.io/schema#COMP_6321Lab10/" , "10_Gans" , "file:///D:/CONCORDIA/COMP_6741_Intelligent_Systems/Project_Assignment/comp6741project/database/Concordia_University/COMP_6321/Lab/10_Gans/lab10.ipynb" ,
